UMAP_1,UMAP_2,Target
-2.6592433,8.966858,Graduate
-2.8995087,7.8923807,Graduate
-2.3765743,9.257417,Enrolled
-0.47046348,9.840826,Enrolled
13.928625,5.60592,Dropout
-3.0379193,2.606054,Graduate
-1.5529816,11.139399,Dropout
-3.103632,9.586146,Graduate
-1.9381336,10.4022,Enrolled
13.914255,5.6265564,Graduate
2.228642,5.795402,Graduate
1.5842514,5.3625107,Graduate
-1.8340176,3.4959474,Graduate
-0.8645559,10.90093,Enrolled
-2.3357687,7.066398,Graduate
1.0572889,6.520055,Graduate
-2.1280077,8.249258,Dropout
